,Id,ActivityDate,ActivityDay,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
278,3372868164,4/29/2016,Fri,9135,6.230000019,0,0,402,1038,2044
279,3372868164,4/30/2016,Sat,5250,3.579999924,17,4,300,1119,1946
280,3372868164,5/1/2016,Sun,3077,2.099999905,0,0,172,842,1237
281,3977333714,4/12/2016,Tue,8856,5.980000019,44,19,131,777,1450
282,3977333714,4/13/2016,Wed,10035,6.710000038,31,46,153,754,1495
283,3977333714,4/14/2016,Thu,7641,5.110000134,5,23,214,801,1433
284,3977333714,4/15/2016,Fri,9010,6.059999943,15,42,183,644,1468
285,3977333714,4/16/2016,Sat,13459,9.0,31,83,153,663,1625
286,3977333714,4/17/2016,Sun,10415,6.96999979,11,58,205,600,1529
287,3977333714,4/18/2016,Mon,11663,7.800000191,4,95,214,605,1584
288,3977333714,4/19/2016,Tue,12414,8.779999733,19,67,221,738,1638
289,3977333714,4/20/2016,Wed,11658,7.829999924,2,98,164,845,1554
290,3977333714,4/21/2016,Thu,6093,4.079999924,0,0,242,712,1397
291,3977333714,4/22/2016,Fri,8911,5.960000038,33,12,188,731,1481
292,3977333714,4/23/2016,Sat,12058,8.069999695,0,92,252,724,1638
293,3977333714,4/24/2016,Sun,14112,10.0,30,95,129,660,1655
294,3977333714,4/25/2016,Mon,11177,8.479999542,50,9,133,781,1570
295,3977333714,4/26/2016,Tue,11388,7.619999886,7,95,170,797,1551
296,3977333714,4/27/2016,Wed,7193,5.039999962,0,10,176,714,1377
297,3977333714,4/28/2016,Thu,7114,4.880000114,15,8,190,804,1407
298,3977333714,4/29/2016,Fri,10645,7.75,36,32,150,744,1545
299,3977333714,4/30/2016,Sat,13238,9.199999809,43,52,194,687,1650
300,3977333714,5/1/2016,Sun,10414,7.070000172,41,40,124,691,1501
301,3977333714,5/2/2016,Mon,16520,11.05000019,24,143,176,713,1760
302,3977333714,5/3/2016,Tue,14335,9.590000153,47,41,258,594,1710
303,3977333714,5/4/2016,Wed,13559,9.43999958,14,96,142,852,1628
304,3977333714,5/5/2016,Thu,12312,8.579999924,14,88,178,680,1618
305,3977333714,5/6/2016,Fri,11677,8.279999733,29,55,168,676,1590
306,3977333714,5/7/2016,Sat,11550,7.730000019,0,86,208,703,1574
307,3977333714,5/8/2016,Sun,13585,9.090000153,9,116,171,688,1633
308,3977333714,5/9/2016,Mon,14687,10.07999992,8,122,151,1159,1667
309,3977333714,5/10/2016,Tue,13072,8.779999733,1,115,196,676,1630
310,3977333714,5/11/2016,Wed,746,0.5,4,0,9,13,52
311,4020332650,4/12/2016,Tue,8539,6.119999886,4,15,331,712,3654
312,4020332650,4/15/2016,Fri,1882,1.350000024,36,18,87,1299,2951
313,4020332650,4/16/2016,Sat,1982,1.419999957,65,21,55,1222,3051
314,4020332650,5/3/2016,Tue,4496,3.220000029,0,0,174,950,2828
315,4020332650,5/4/2016,Wed,10252,7.349999905,13,46,346,531,3879
316,4020332650,5/5/2016,Thu,11728,8.430000305,38,42,196,916,3429
317,4020332650,5/6/2016,Fri,4369,3.130000114,0,0,177,855,2704
318,4020332650,5/7/2016,Sat,6132,4.400000095,0,0,184,1256,2975
319,4020332650,5/8/2016,Sun,5862,4.199999809,0,0,263,775,3089
320,4020332650,5/9/2016,Mon,4556,3.269999981,3,5,173,1225,2785
321,4020332650,5/10/2016,Tue,5546,3.980000019,0,0,206,774,2926
322,4020332650,5/11/2016,Wed,3689,2.650000095,2,8,134,1296,2645
323,4020332650,5/12/2016,Thu,590,0.419999987,0,0,21,721,1120
324,4057192912,4/12/2016,Tue,5394,4.03000021,0,0,164,1276,2286
325,4057192912,4/13/2016,Wed,5974,4.46999979,0,0,160,1280,2306
326,4057192912,4/15/2016,Fri,3984,2.950000048,3,6,88,873,1527
327,4319703577,4/12/2016,Tue,7753,5.199999809,0,0,0,1440,2115
328,4319703577,4/13/2016,Wed,8204,5.5,8,15,96,1234,2135
329,4319703577,4/14/2016,Thu,10210,6.880000114,1,9,339,589,2302
330,4319703577,4/15/2016,Fri,5664,3.799999952,0,0,228,752,1985
331,4319703577,4/16/2016,Sat,4744,3.180000067,0,0,194,724,1884
332,4319703577,4/18/2016,Mon,2276,1.549999952,1,9,58,824,1632
333,4319703577,4/19/2016,Tue,8925,5.989999771,0,0,311,604,2200
334,4319703577,4/20/2016,Wed,8954,6.010000229,0,18,306,671,2220
335,4319703577,4/21/2016,Thu,3702,2.480000019,0,0,34,1265,1792
336,4319703577,4/22/2016,Fri,4500,3.019999981,1,19,176,709,1886
337,4319703577,4/23/2016,Sat,4935,3.309999943,0,0,233,546,1945
338,4319703577,4/24/2016,Sun,4081,2.74000001,1,5,191,692,1880
339,4319703577,4/25/2016,Mon,9259,6.210000038,0,8,390,544,2314
340,4319703577,4/26/2016,Tue,9899,6.639999866,8,21,288,649,2236
341,4319703577,4/27/2016,Wed,10780,7.230000019,6,47,300,680,2324
342,4319703577,4/28/2016,Thu,10817,7.28000021,13,8,359,552,2367
343,4319703577,4/29/2016,Fri,7990,5.360000134,6,18,289,624,2175
344,4319703577,4/30/2016,Sat,8221,5.519999981,6,38,196,695,2092
345,4319703577,5/1/2016,Sun,1251,0.839999974,0,0,67,836,1593
346,4319703577,5/2/2016,Mon,9261,6.239999771,0,11,344,585,2270
347,4319703577,5/3/2016,Tue,9648,6.46999979,8,26,287,669,2235
348,4319703577,5/4/2016,Wed,10429,7.019999981,8,13,313,1106,2282
349,4319703577,5/5/2016,Thu,13658,9.489999771,27,34,328,957,2530
350,4319703577,5/6/2016,Fri,9524,6.420000076,6,11,314,692,2266
351,4319703577,5/7/2016,Sat,7937,5.329999924,3,28,279,586,2158
352,4319703577,5/8/2016,Sun,3672,2.460000038,0,0,153,603,1792
353,4319703577,5/9/2016,Mon,10378,6.960000038,2,14,374,490,2345
354,4319703577,5/10/2016,Tue,9487,6.369999886,3,12,329,555,2260
355,4319703577,5/11/2016,Wed,9129,6.130000114,3,18,311,574,2232
356,4388161847,4/12/2016,Tue,10122,7.78000021,0,0,0,1440,2955
357,4388161847,4/13/2016,Wed,10993,8.449999809,1,14,150,1275,3092
358,4388161847,4/14/2016,Thu,8863,6.820000172,10,35,219,945,2998
